Model,Type,MAE,RMSE,R2,MAPE
Linear_Regression,LinearRegressionModel,0.007785115588521507,0.010899842288784276,0.9960161915269445,1.846696520276432
ARIMA,ARIMAModel,0.1535591453359374,0.18450263781140624,-0.14260192041495978,45.18514367999285
